,Name,Rating,Reviews,Salary,Interviews,Jobs,Benefits
1852,Flexituff Ventures International,3.8,173,848,5,--,31
1853,Kinetic Engineering,3.7,173,837,10,7,16
1854,Som Autotech,3.8,171,868,12,--,17
1855,Monnet Group,4.3,162,582,10,--,18
1856,Shipco Transport,3.8,57,1.3k,12,--,19
1857,Matrimonialsindia,5.0,255,128,--,--,27
1858,Knoldus Inc,4.2,204,583,18,1,34
1859,Avaada Energy,4.4,200,1.1k,18,23,31
1860,Galaxy Weblinks,3.8,186,780,12,15,87
1861,Touchstone Educationals,3.3,184,564,12,4,18
1862,Oriental Carbon & Chemicals,4.2,183,914,17,--,34
1863,FOX Solutions,3.8,182,994,15,17,15
1864,Teleindia Networks,3.9,182,1.1k,6,2,26
1865,Bacardi,3.9,180,789,9,--,25
1866,Shopclues,3.8,179,1.3k,4,59,24
1867,Dbs Mintek,3.6,179,1.3k,13,--,17
1868,Amelia,3.1,178,1k,11,1,2
1869,General Energy Management Systems,4.0,173,863,16,--,24
1870,AISATS,3.7,173,436,9,--,24
1871,Qatar Petroleum,4.6,171,591,12,--,29
1872,Geetanjali Medical College and Hospital,4.5,166,640,8,2,16
1873,Azmeel Contracting,2.9,162,307,2,--,22
1874,MEP Infrastructure Developers,3.5,161,986,10,14,18
1875,Quantzig,4.8,211,222,2,1,72
1876,Annexmed,3.2,204,1k,5,21,20
1877,Hero Housing Finance,3.8,199,1.1k,13,9,12
1878,Synokem Pharmaceuticals,4.0,198,1.1k,10,6,10
1879,Pitaara,4.4,195,142,9,--,--
1880,Reecomps Teleservices,4.0,187,670,11,3,12
1881,Danone Foods Beverages,3.5,187,965,7,1,16
1882,Balrampur Chini Mills,4.2,185,755,13,--,15
1883,Marathon Realty,4.0,184,933,9,11,21
1884,TALENTEDGE,3.4,182,1.1k,19,4,19
1885,Welspun Global Brands,3.8,182,911,6,3,23
1886,Parle Elizabeth Tools,3.7,181,926,12,--,24
1887,MidasCare Pharmaceuticals,3.4,180,694,7,--,13
1888,MUNDRA SOLAR TECHNOPARK,3.9,178,686,9,--,26
1889,Stelmec,3.6,177,1.3k,16,1,17
1890,Matrix Cellular Services,3.7,170,678,1,--,18
1891,Fortune Park Hotels,4.1,167,603,5,--,24
1892,Global Hospital Pune India,3.8,161,617,2,--,27
1893,Gopaljee Dairy Foods,4.1,160,763,2,--,18
1894,KANINI Software Solutions,4.1,202,1.1k,14,19,17
1895,ICRA Analytics,3.7,200,1.1k,29,5,38
1896,Link Group,3.8,199,1.5k,31,34,31
1897,Innoplexus,3.9,192,566,9,11,12
1898,Grassroots BPO,3.9,192,723,7,1,52
1899,Hindustan Latex Family Planning Promotion Trust,3.6,190,624,8,--,24
1900,ARCIS e Services,3.5,186,703,5,--,17
1901,HDFC Asset Management Company,4.0,186,1.1k,6,1,27
1902,KLJ GROUP,3.7,185,1.1k,13,1,14
1903,Suntory Global Spirits,4.2,184,779,14,9,17
1904,Technocon Services,3.1,184,762,5,3,16
1905,Modern V.R. Security Force,4.3,183,579,4,--,8
1906,Nippon Express,4.2,181,975,6,3,20
1907,The New India Assurance Co.,4.5,181,595,5,--,25
1908,Brink's,4.4,180,646,9,--,29
1909,Sri Gopikrishna Infrastructure,3.8,180,578,6,--,29
1910,Faiveley Transport,4.0,177,842,9,2,33
1911,Canvera,3.0,176,694,5,--,17
1912,Bombay Dyeing,3.7,176,977,5,2,30
1913,Cipla Industries,4.1,167,950,11,--,34
1914,InnovationM,4.3,238,712,17,5,48
1915,AM Infoweb,3.7,206,903,21,17,52
1916,Reliance Securities,3.8,205,926,8,--,1
1917,Internshala,4.0,202,630,43,5,20
1918,S G Encon,3.8,190,573,12,1,25
1919,Normet,3.9,189,974,15,4,32
1920,Kd Logistics,3.9,182,806,14,--,21
1921,Chennai Petroleum Corporation,4.5,182,1k,14,--,21
1922,B4S Solutions,4.1,182,662,8,--,24
1923,Regency Hospital,4.2,180,791,5,5,17
1924,Aegis Logistics,3.8,178,1.1k,17,2,25
1925,Arun Excello,3.5,169,948,12,4,20
1926,Accord Synergy,4.2,166,457,7,5,15
1927,Incture Technologies,2.8,204,2.3k,40,4,24
1928,Sandvik Mining and Rock Technology,4.3,198,1k,19,--,31
1929,MR.DIY,3.5,198,803,20,5,9
1930,Infoesearch Ites,3.3,194,674,26,2,8
1931,Brawn Laboratories,3.1,193,853,8,3,20
1932,ARCADIS,4.2,191,1.4k,28,148,44
1933,STYLAM Industries,3.5,190,972,10,2,13
1934,National Highways Authority of India,4.1,189,953,9,--,10
1935,Bandhan KOnnagar,3.7,189,597,12,--,28
1936,Asia-Pacific Institute of Management,4.2,188,218,4,--,57
1937,Toyota Material Handling,3.7,188,929,9,--,30
1938,Income Tax Department India,4.5,188,993,10,--,17
1939,Aqualite India,3.7,187,778,14,3,9
1940,PPD,4.2,188,1.2k,19,49,32
1941,Carnival Cinemas,3.2,183,970,8,--,25
1942,Lion Engineering Consultants,3.7,183,664,7,5,17
1943,Krishnapatnam Port,4.1,180,836,4,--,37
1944,Kamineni Hospitals,4.2,179,720,10,36,20
1945,Presto Infosolutions,4.1,179,927,9,--,11
1946,Emirates Flight Catering,4.2,178,296,23,--,34
1947,Alghanim International,4.3,175,677,4,1,26
1948,The Co-operative Bank,4.3,168,831,5,--,23
1949,Goibibo,4.3,167,1.1k,5,20,22
1950,Shiash Info Solutions,3.3,217,194,23,--,22
1951,Airbnb,4.0,206,1.3k,16,3,29
1952,ICICI Direct,3.9,193,1.2k,21,--,20
1953,Lumax Auto Technologies Ltd,4.2,192,813,8,--,10
1954,Hgs Services,3.9,192,815,54,--,38
1955,Genisys Group,4.0,191,1.1k,12,11,4
1956,AvenData GmbH,3.4,189,587,11,2,17
1957,Shorthills AI,4.6,189,337,9,11,66
1958,Apollo Diagnostics,4.2,188,689,8,--,17
1959,Guiltfree Industries,3.7,183,822,17,19,16
1960,Muthoot Housing Finance Company,4.0,191,929,16,--,12
1961,Klaus IT Solutions,3.6,190,1.3k,12,2,16
1962,Konica Minolta,3.9,190,989,7,3,33
1963,RM Education Solutions,3.6,188,1.7k,20,27,29
1964,Aspiro Pharma,3.7,187,954,8,2,20
1965,Vinati Organics,3.8,187,1.3k,10,--,19
1966,Insecticides India,4.5,182,1k,14,4,19
1967,Jagran Prakashan,3.9,178,935,6,--,14
1968,Zuari Agro Chemicals,4.1,174,771,6,--,24
1969,Doubletree By Hilton,3.8,171,599,4,--,27
1970,Brane Enterprises,3.3,306,1.8k,66,--,29
1971,GlobalStep,3.1,203,1.5k,23,7,25
1972,Cogenthub,2.7,198,481,14,19,23
1973,Savex Technologies,4.4,198,1.1k,6,--,30
1974,Ensono,4.1,198,1.9k,11,50,25
1975,ATMECS Global,3.4,197,2.1k,19,56,23
1976,American Express Global Business Travel,4.2,192,1.5k,11,24,26
1977,Zovian Technologies,4.9,189,64,3,--,138
1978,Hummingwave Technologies,4.9,189,173,2,--,12
1979,Xplore-Tech Services,3.2,188,826,16,--,26
1980,SMS Group,4.3,201,1.2k,18,--,22
1981,Netaxis IT Solutions,4.1,199,280,14,--,118
1982,Intersoft Data Labs,3.7,197,1.6k,18,5,10
1983,Aujas Cybersecurity – An NSEIT Company,3.9,196,1.9k,18,98,10
1984,Ninestars Information Technologies,3.4,193,1.4k,12,6,13
1985,Wirtgen India,4.3,192,987,11,--,28
1986,Model N,4.7,191,837,7,14,22
1987,National Institute of Technology,4.2,191,1.3k,11,--,15
1988,RNF Technologies,3.8,187,1.1k,15,2,69
1989,Balajee Group,3.7,178,830,10,6,16
1990,Sanoh,4.1,176,879,8,--,32
1991,NGA HR,4.0,174,3.1k,11,--,27
1992,Chandan Steel,3.6,172,1k,10,7,11
1993,Synergy Property Development Services,3.8,165,746,5,--,32
1994,Hiranandani Financial Services,4.2,209,604,16,16,15
1995,Scaleneworks,3.3,203,1.1k,9,8,5
1996,HOLITECH INDIA,3.9,195,776,25,--,44
1997,Immacule Life Sciences,4.0,194,828,16,--,19
1998,Sajjan India,3.8,193,1.3k,15,--,21
1999,Manipal University,3.9,192,1k,21,11,22
2000,Niine,3.9,194,676,10,4,18
2001,MJ Biopharm,3.8,194,1k,9,14,31
2002,R L Fine Chem,3.7,192,1.4k,10,4,30
2003,Basicfirst Learning,3.4,191,335,6,--,75
2004,SSF PLASTICS,3.9,191,1.1k,12,--,18
2005,Shivani Locks,3.7,191,1.1k,5,--,18
2006,Zee Learn,3.9,188,949,10,3,35
2007,Sales India,4.2,187,1.5k,20,1,20
2008,Super Auto Forge,3.8,182,1.2k,8,--,28
2009,Rooman Technologies,3.0,181,827,7,14,19
2010,CallHealth,3.7,181,868,2,1,27
2011,RASI SEEDS,4.4,180,704,6,3,23
2012,Government of West Bengal,3.7,180,793,7,--,16
2013,Aachi Foods,4.0,178,980,21,3,26
2014,Amazon Distributors,3.9,178,431,4,--,2
2015,LiquidHub,3.8,176,1.3k,13,--,34
2016,Vacmet India,4.3,174,1.1k,10,--,30
2017,Kent plc,4.4,166,316,12,21,2
2018,Central Institute of Plastics Engineering & Technology,3.8,162,747,4,--,23
2019,Lumino Industries,3.9,208,787,13,--,14
2020,PIT Solutions,4.4,206,757,12,8,82
2021,Vitesco Technologies,4.3,204,1.5k,18,8,36
2022,Adroit Synergies,3.2,201,938,24,31,18
2023,Envestnet Asset Management,3.9,198,1.7k,15,16,25
2024,Fresenius Medical Care,3.9,198,823,12,7,29
2025,11:11 Systems,4.1,198,1.6k,11,2,45
2026,Kotak Mahindra General Insurance,3.9,195,1.4k,12,13,7
2027,Vcs Quality Services,4.2,192,745,10,3,33
2028,High Street Essentials,4.3,192,440,5,7,11
2029,Zee Media Corporation,3.5,190,1.3k,9,1,21
2030,Zen3 Info Solutions,4.1,187,1.7k,10,1,26
2031,e-Procurement Technologies,3.5,185,829,6,--,16
2032,Excelra Knowledge Solutions,3.8,183,961,21,17,21
2033,Danieli,3.8,181,1.2k,6,--,29
2034,Neon Laboratories,3.9,180,1.1k,5,--,16
2035,Talwalkars Better value Fitness,4.2,170,576,6,--,35
2036,GEETANJALI HOMESTATE,4.3,224,246,13,6,45
2037,Wellness Forever Lifestyle Chemist,4.0,206,800,22,--,14
2038,Vasta Global,3.7,200,1k,36,--,7
2039,Solitaire World,3.9,194,277,7,--,89
2040,Balaji Enterprises,4.3,178,1.4k,7,9,16
2041,AYN InfoTech,4.6,4,223,--,--,48
2042,Skillmine Technology Consulting,3.9,210,1.2k,13,3,18
2043,Smartworks,3.3,207,1.5k,25,35,19
2044,Clove Dental,3.5,200,996,19,34,14
2045,Pinkerton,3.9,199,938,10,4,15
2046,Casio India Company,2.7,199,869,19,6,25
2047,Gravita,4.4,199,1k,18,--,31
2048,Newgen Knowledge Works,3.4,189,1.2k,9,10,28
2049,National Insurance Company,4.2,186,572,4,--,23
2050,Sanmarg Projects,4.2,186,824,19,1,21
2051,Garden Silk Mills,3.9,184,795,2,--,30
2052,Motorola,4.0,183,1.1k,14,--,12
2053,Box8,3.6,182,1k,10,3,32
2054,VISA Steel,3.8,177,846,17,--,23
2055,Sel Manufacturing Co.,3.6,174,741,8,--,23
2056,Delphi Automotive Systems,3.9,162,982,3,--,20
2057,Azentio,3.2,220,2.5k,30,36,10
2058,Shaw Toyota,4.9,214,135,3,--,82
2059,Perfios Software Solutions,4.1,207,1.5k,13,17,14
2060,PrimeXBT,4.7,196,7,--,--,14
2061,Costa Cruise Lines,4.3,196,363,11,--,34
2062,Control Print,3.9,188,1.1k,19,14,32
2063,Praxair,4.1,183,958,6,--,27
2064,Rajasthan Patrika,3.1,180,1k,7,--,18
2065,Autometers Alliance,4.4,180,1k,13,--,28
2066,TimesPro,3.5,206,1k,16,50,7
2067,KiwiTech,3.6,205,1.7k,23,--,12
2068,Rubicon Research,3.3,202,1.4k,19,14,23
2069,Ozone Pharmaceuticals,3.6,197,778,2,3,19
2070,Ciron Drugs & Pharmaceuticals,3.2,195,1.2k,16,8,41
2071,Toyota Tsusho,4.1,192,1.3k,11,19,28
2072,The Fern Residency,4.1,192,890,3,--,18
2073,Jaguar Land Rover,4.1,191,1.4k,25,--,21
2074,Tokai Rubber Auto Parts India,3.6,191,905,15,--,31
2075,Jayashree Polymers,3.5,189,1.2k,16,--,18
2076,Mantri Developers,3.6,186,1k,4,8,37
2077,United India Insurance Company,4.3,185,603,8,--,27
2078,U R Rao Satellite Centre,4.5,185,140,9,--,5
2079,Atibir Industries,3.7,184,738,2,--,30
2080,Kusum Healthcare,4.0,204,1.1k,7,3,39
2081,Bliss Gvs Pharma,3.9,204,1.3k,15,4,16
2082,TITAGARH WAGONS,3.1,203,980,16,3,11
2083,Nuclear Power Corporation of India,4.1,201,916,30,--,32
2084,Fingent,4.5,200,794,20,6,109
2085,Bazar India,3.8,194,537,13,--,5
2086,BMW,4.2,194,1.2k,14,--,21
2087,Jodas Expoim,3.7,194,1.1k,20,6,17
2088,Gujarat State Fertilizers & Chemicals,4.5,192,901,9,2,22
2089,Autocomp Corporation Panse,3.5,192,1.1k,13,--,15
2090,Sears Holdings,3.5,188,1.8k,9,--,22
2091,Organic India,4.3,183,922,14,1,22
2092,Sistema Shyam Teleservices,4.9,180,304,--,--,31
2093,Amentum,4.1,176,236,6,11,31
2094,Clean Harbors,3.6,219,1.6k,19,21,28
2095,Avalara Technologies,3.9,215,1.9k,40,354,26
2096,NIKE,4.2,210,1.4k,30,--,24
2097,Tata nexarc,3.1,210,806,23,28,5
2098,ITC Limited - Paperboards Specialty Papers Division,4.0,199,1k,13,--,27
2099,R.K.M Powergen,4.0,197,1.1k,15,--,29
2100,Nuance Transcription Services,4.1,187,759,1,--,24
2101,Smc Insurance Brokers,4.0,183,825,8,7,14
2102,Vision Express,4.1,179,559,2,--,24
2103,Trantor,3.5,205,1.8k,25,8,35
2104,Bravura Solutions,3.9,204,1.3k,14,--,124
2105,GITAM University,3.9,201,972,15,1,20
2106,Tata Play Fiber,4.2,200,996,9,--,16
2107,Naandi Foundation,3.9,198,572,12,--,31
2108,Sterling Talent Solutions,3.9,195,882,9,1,38
2109,Amrutanjan Health Care,3.8,195,572,13,--,17
2110,Cargo Service Center India,3.8,192,774,11,1,27
2111,Perkins,4.5,190,998,8,--,25
2112,Indian Institute of Science,4.3,189,1.2k,16,3,17
2113,Anglo-Eastern Ship Management,3.8,181,625,13,3,22
2114,ONPASSIVE,3.2,230,1.2k,19,--,37
2115,Adda 247,3.5,211,1.1k,16,23,13
2116,Qentelli,4.0,209,1.3k,15,26,82
2117,Ceat Specialty Tyres,4.0,207,978,13,--,25
2118,Accurate Global Alliances,4.7,206,59,9,--,8
2119,Civica India,4.0,206,1.6k,26,--,16
2120,Hyundai Heavy Industries,4.2,171,434,9,--,28
2121,ShipRocket,3.4,220,1.8k,28,25,19
2122,PreludeSys,3.6,217,1.3k,24,101,30
2123,Allegis Global Solutions,3.6,215,1.3k,7,14,20
2124,Edureka,3.4,214,1.3k,22,9,9
2125,Kapston Services,4.7,214,687,12,--,11
2126,Axis Finance,3.9,210,1.5k,14,175,16
2127,NXP Semiconductors,3.9,208,2.2k,35,89,24
2128,VIKRAN Engineering & Exim,4.2,207,921,22,1,18
2129,Webkul Software,3.8,206,1.3k,35,6,39
2130,Softtek,3.8,204,1.8k,16,28,32
2131,Bharat Institutions,4.1,203,194,3,--,91
2132,ITM Group of Institutions,4.0,203,979,9,1,24
2133,Metawallah,4.9,199,24,6,--,2
2134,Panzer Technologies,4.7,199,210,3,76,11
2135,AGI Glaspac,3.6,197,787,15,2,22
2136,Ck Birla Hospitals,4.2,197,879,9,--,27
2137,Maharishi Vidya Mandir,4.3,190,634,12,--,20
2138,Walsons Facility Solutions,4.0,190,1k,7,13,30
2139,Uniinfo Telecom Services,3.8,188,536,10,--,19
2140,Indo German Tool Room,4.0,178,623,9,--,18
2141,Advanced Micro Devices,3.9,212,2.1k,31,250,17
2142,Adani Gas,3.5,206,1.6k,24,--,35
2143,Innoviti Technologies Private Limited,3.5,205,1.4k,19,8,20
2144,Poonawalla Housing Finance,3.7,203,850,10,--,8
2145,Fluentgrid,4.1,200,1.5k,21,18,31
2146,IndustryBuying.com,3.0,200,1.2k,17,30,29
2147,Técnicas Reunidas,4.2,200,944,25,--,23
2148,Born Group,3.6,199,2k,16,2,21
2149,Amcor Flexibles India,3.6,199,1.1k,10,1,36
2150,ICICI Foundation for Inclusive Growth,4.0,197,649,13,--,26
2151,Indo Amines,3.2,196,1.2k,11,4,22
2152,PaySquare Consultancy,4.1,194,1.5k,9,3,16
2153,Ivy Hospital,3.5,193,807,10,14,13
2154,Modi Mundi Pharma,3.9,193,531,10,22,31
2155,Reliable Autotech,4.2,192,1k,6,1,32
2156,Essar Power,4.4,189,1.1k,5,--,33
2157,Zamil Air Conditioners,4.1,187,639,8,--,35
2158,Meenakshi Polymers,3.6,187,991,13,--,23
2159,Arabtec Construction,4.6,182,496,3,--,29
2160,Mindfire Solutions,4.2,211,1.5k,27,10,37
2161,Clifford Chance,3.7,211,1.7k,14,--,39
2162,Alivira Animal Health,3.7,209,979,14,16,24
2163,Taco Bell,4.3,209,867,19,--,13
2164,FUJIFILM,4.1,208,1k,11,--,26
2165,Verzeo,2.8,207,417,31,--,15
2166,Automotive Robotics (India),3.7,207,1.9k,24,4,18
2167,TATWA Technologies,3.6,206,727,14,7,19
2168,Jain University,3.7,205,883,22,10,28
2169,Lucas Indian Service,3.8,203,861,10,--,22
2170,Javi Systems,3.6,196,743,7,--,17
2171,Sanjeev Auto Parts Manufacturers,4.3,192,730,12,--,33
2172,ITCONS e-Solutions,3.5,192,542,11,11,17
2173,SMR Automotive Systems India,4.0,191,1.1k,2,3,25
2174,Sakata Inx,4.2,191,1.1k,8,2,22
2175,Mitsui O.S.K. Lines,4.0,191,1.2k,3,--,33
2176,Dee Vee Projects,3.8,189,827,9,--,31
2177,Rainbow Hospital,3.9,186,1.1k,11,--,12
2178,Saurav Chemicals,3.8,185,932,10,10,23
2179,Geo Chem Laboratories,4.0,184,734,9,8,14
2180,Gold's Gym,4.0,203,709,11,--,33
2181,Himadri Speciality Chemical,3.9,201,1.3k,15,--,34
2182,Suresh Surana & Associates,3.5,201,950,9,5,21
2183,Hinduja Group,4.0,200,1.8k,21,40,32
2184,Rashtriya Chemicals and Fertilizers,4.3,197,675,7,--,17
2185,Namaste India Foods,3.9,197,652,6,--,34
2186,Navata Road Transport,3.7,194,724,10,3,24
2187,Securens System,4.2,193,726,2,--,28
2188,Hitachi Consulting,4.1,192,2.1k,3,--,37
2189,Veer-O-- Metals,4.2,191,1.1k,11,--,24
2190,Hicare Services,3.8,191,893,11,--,26
2191,Orchid Chemicals & Pharmaceuticals,3.8,189,646,4,--,23
2192,S.c Johnson Products,4.1,188,630,1,--,29
2193,St. John's Medical College Hospital,4.1,184,639,3,25,18
2194,ExcelR Solutions,4.4,219,644,14,5,5
2195,Zeta,3.4,218,2.2k,42,122,26
2196,Duroflex,4.0,218,1.3k,18,4,22
2197,Konexions Back Office Services,3.1,214,1.2k,16,5,17
2198,Cyber Infrastructure,3.5,210,1.2k,23,41,59
2199,Dvara KGFS,4.1,209,813,13,--,24
2200,IQ BackOffice,3.5,208,1.4k,11,3,29
2201,InKnowTech,3.5,206,1.5k,15,--,18
2202,NextGen Healthcare,3.4,203,1.6k,11,2,38
2203,Property Solutions,3.9,202,1.3k,4,5,11
2204,Cryoviva Biotech,3.3,197,682,9,1,21
2205,Sanghi Cement,3.8,197,838,27,--,22
2206,Lipi Data Systems,3.6,193,812,4,7,22
2207,TCPL Packaging,4.1,192,1.2k,12,1,24
2208,Flash Viven Machining Technologies,3.8,189,1.2k,12,--,20
2209,GKC Projects,4.2,181,569,--,--,33
2210,Dalmia-OCL,3.7,179,635,7,--,15
2211,Al Ahleia Switchgear,3.5,178,548,11,--,25
2212,Mobiloitte Technologies,2.6,222,980,21,30,26
2213,SirionLabs,3.4,221,1.7k,17,15,49
2214,Cure foods,3.9,211,832,17,--,32
2215,SHV Energy,3.9,208,1.1k,12,16,30
2216,INOX Air Products,4.3,207,1.3k,11,--,25
2217,Gufic Biosciences,3.1,205,1.1k,6,15,20
2218,Yakult Danone India,3.7,204,705,9,13,31
2219,Gold's Gym,4.0,203,709,11,--,33
2220,Paperchase Accountancy,3.3,213,1.3k,20,--,16
2221,Motherhood Hospital,3.8,213,1.2k,12,47,16
2222,Equinox Labs,3.9,212,739,29,2,28
2223,Indigo Paints,4.1,211,1k,23,--,16
2224,Anand Rathi: Online Stock Trading & Advisory,3.9,208,2.1k,11,49,28
2225,Kaleesuwari Refinery,4.0,207,954,7,21,12
2226,TJSB Sahakari Bank,3.9,206,1.1k,18,12,22
2227,Samarth LifeSciences,3.5,205,864,16,2,18
2228,Puzzolana Machinery Fabricators,3.8,201,915,12,--,25
2229,UNICEF,3.9,201,643,22,5,26
2230,TNT Express,4.2,198,468,5,--,40
2231,DCM Shriram Industries,4.3,197,1.2k,10,--,--
2232,SGT University,3.4,197,897,11,10,20
2233,Aarti Steels,3.9,195,1k,18,2,30
2234,Globus Stores,3.9,193,755,8,--,27
2235,Prabhat Dairy,3.8,188,938,8,--,29
2236,CollegeDekho,3.4,226,1.7k,41,5,14
2237,DCDC Kidney Care,4.2,214,447,12,1,7
2238,Expert Global Solutions,3.5,213,1.7k,21,2,22
2239,Vyom Labs,3.2,212,2k,24,21,17
2240,MosChip Technologies,4.3,207,668,8,12,36
2241,MEDOPHARM,3.7,205,998,8,7,25
2242,Indian Molasses Company,3.9,205,1.3k,16,4,24
2243,Verifacts Services,3.7,203,695,12,7,41
2244,Kalyani Motors,3.9,203,1k,12,77,19
2245,Save the Children,4.5,202,744,10,2,27
2246,BARC,4.4,200,977,45,--,26
2247,Kangaro Industries,3.9,199,1k,12,3,18
2248,Sentiss Pharma,4.1,198,1.1k,6,5,34
2249,Cordlife Sciences India,3.7,195,669,9,--,31
2250,American Tower Corporation,3.9,195,1.1k,5,--,31
2251,Madhucon Projects,3.1,185,757,10,18,23
2252,Citylife Retail,3.9,184,583,7,--,17
2253,Kalpataru International,4.2,273,1.5k,18,2,3
2254,Freelancer.com,4.2,225,31.7k,53,84,17
2255,MSCI,4.1,221,2.7k,33,41,25
2256,L&T Heavy Civil Infrastructure,4.3,214,994,20,--,105
2257,ABCD,3.9,214,3.6k,52,--,15
2258,Hughes Systique Corporation,4.0,214,2k,28,28,39
2259,IM Gears,3.6,210,891,15,--,35
2260,L&T Water & Effluent Treatment,4.4,209,250,9,--,146
2261,SMC Corporation,3.9,208,1.7k,21,2,16
2262,Weddingz.in,3.2,208,1.2k,13,--,28
2263,RWS Group,4.0,207,1.7k,15,24,19
2264,Deepak Phenolics,4.5,207,1.5k,20,--,33
2265,SOPAN,4.0,206,933,10,27,22
2266,Barista Coffee Company,4.3,201,675,5,10,32
2267,The Professional Couriers,4.0,197,1.1k,5,105,15
2268,Dishnet Wireless,4.3,196,430,--,--,41
2269,University of Petroleum & Energy Studies,3.8,194,872,12,2,31
2270,Kosamattam Finance,3.6,193,764,6,3,14
2271,Caretel Infotech,3.6,192,614,9,--,18
2272,S Chand Group,4.2,192,960,3,1,24
2273,Trackon Courier,3.5,183,914,8,4,15
2274,Arundhati Jewellers,4.7,252,233,7,--,65
2275,Teachmint,3.4,221,1k,18,2,34
2276,KHY ELECTRONIC,3.7,218,892,26,4,27
2277,VHS Consulting,3.7,215,1.5k,12,--,6
2278,Indira Gandhi International Airport,3.9,207,716,10,--,10
2279,Sequel Logistics,4.2,207,1k,8,1,22
2280,Classplus,3.5,220,1.5k,25,14,22
2281,Biz 2 Credit Info Services,3.5,219,1.2k,15,11,59
2282,Lobo Staffing Solutions,4.2,216,1.1k,16,--,20
2283,Aristocrat Technologies,3.9,215,2.3k,30,3,36
2284,Avanze Technologies,3.0,214,1.1k,20,6,15
2285,Global Calcium,3.7,213,1.4k,16,10,20
2286,Polyhose,3.9,210,1.5k,10,18,21
2287,Responsive Industries,4.2,209,446,1,4,4
2288,Jaguar Security Services,4.5,206,666,17,9,31
2289,Allengers Medical Systems,3.7,202,1k,12,27,25
2290,Big C,3.9,201,690,13,15,23
2291,Cliantha Research,4.0,200,1.2k,14,9,29
2292,Tata Green Batteries,4.2,200,640,16,--,13
2293,Evoke Technologies,3.7,233,2.3k,17,6,24
2294,RND Softech,3.5,228,1.3k,27,8,16
2295,Lam Research,3.7,228,1.8k,32,14,30
2296,TMF Group,3.8,218,1.5k,14,65,23
2297,Marksans Pharma,3.4,213,1.2k,11,5,19
2298,Avantor,3.7,211,1.8k,23,41,25
2299,Velozity Global Solutions,4.9,209,32,1,--,2
2300,Sterling Hospitals,4.1,188,767,7,--,22
2301,Rajiv Gandhi Cancer Institute & Research Centre,4.0,186,838,10,19,19
2302,NTT-Netmagic,,--,6,3,--,33
2303,Livguard,4.1,401,1.7k,21,--,14
2304,Atomberg Technologies,4.1,241,1.4k,18,5,27
2305,Net Solutions,4.2,216,705,9,5,131
2306,Pitti Engineering Solutions,4.1,212,1.3k,15,--,24
2307,SYSTRA,4.0,211,1k,18,--,23
2308,TAJSATS AIR CATERING,4.0,209,780,7,--,41
2309,Emirates Airlines,3.9,206,1.1k,19,1,30
2310,IIT Madras,4.3,205,1.2k,21,14,29
2311,Shaily Engineering Plastics,4.0,205,1.1k,16,--,42
2312,FIGMD,3.1,204,1.9k,6,7,21
2313,Nippon Audiotronix,3.6,200,1.1k,6,--,22
2314,The KCP,4.1,199,964,13,4,32
2315,Amrita Institute of Medical Sciences and Research,3.8,197,856,6,3,21
2316,Drydocks World Dubai,4.3,196,461,15,4,24
2317,EMCO,3.8,188,686,5,--,27
2318,TresVista,3.1,236,2.2k,73,100,13
2319,Maxicus,3.6,226,411,24,--,81
2320,Honda India Power Products,4.3,215,954,17,--,30
2321,Softcell Technologies,4.0,215,1.8k,16,17,17
2322,Symphony,4.1,214,950,5,2,24
2323,Europa Locks,3.6,213,1.3k,14,2,19
2324,Yellow Diamond,4.3,213,875,16,--,17
2325,Spectranet,3.8,213,1.2k,14,--,23
2326,KJS Cement,3.9,212,1k,16,1,26
2327,Creamline Dairy Products,4.3,212,952,12,--,27
2328,CES,3.7,211,2.1k,34,20,38
2329,H&R Block,4.4,207,1.4k,18,8,26
2330,Wishfin,4.1,206,1.2k,7,9,18
2331,Rupa,3.8,204,871,9,--,20
2332,Gaja Engineering,4.0,204,1k,17,7,37
2333,Tenon Facility Management,3.7,203,1.1k,16,--,16
2334,Sonata Finance,3.8,201,750,9,2,27
2335,PhyCARE Solutions,3.9,200,913,14,--,24
2336,Health Total,3.4,199,686,8,9,26
2337,Prem Henna,3.5,195,780,3,--,30
2338,Plada Infotech Services,3.7,193,712,7,15,13
2339,Petrofac Engineering India,4.2,191,1.2k,10,--,19
2340,Miracle Software Systems,4.0,267,1.8k,19,7,30
2341,Protiviti India Member,3.3,242,1.5k,22,29,20
2342,Bain & Company,3.8,229,4.3k,78,30,36
2343,Purplle.com,3.8,227,1.4k,16,6,27
2344,Xtancia Technosoft,4.2,225,22,35,--,2
2345,Futwork,4.2,221,185,10,1,6
2346,Broker Network,2.4,217,978,11,--,5
2347,Mindteck,3.5,216,2.1k,20,2,21
2348,Volvo Trucks,4.2,215,1.3k,20,--,29
2349,Microsense,3.6,212,952,17,--,29
2350,Abbott Nutrition International,4.1,212,807,9,--,31
2351,QDegrees,3.5,208,791,10,7,17
2352,Groz Engineering Tools,4.1,206,1.1k,12,3,31
2353,Popular Vehicles and Services,4.1,203,1.2k,5,--,24
2354,Arya Omnitalk,4.1,199,913,10,18,3
2355,Alchem International,4.0,198,1k,10,1,18
2356,Mahindra Susten,4.3,197,1.1k,8,--,33
2357,Walkaroo International,3.8,243,1.5k,23,12,21
2358,LKQ INDIA,3.8,219,1.7k,21,3,28
